Company,Product,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model
Dell,"XPS 13",Ultrabook,13.3,8,Linux,1.23,1099,"Quad HD+",3200,1800,Yes,No,No,Intel,2.4,"Core i5 6300U",256,0,SSD,No,Intel,"HD Graphics 520"
Dell,"Inspiron 7378","2 in 1 Convertible",13.3,8,"Windows 10",1.6,1199,"Full HD",1920,1080,Yes,Yes,No,Intel,2.5,"Core i5 7200U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Inspiron 5567",Notebook,15.6,4,"Windows 10",2.3,499,Standard,1366,768,No,No,No,Intel,2,"Core i3 6006U",128,0,SSD,No,AMD,"Radeon R7 M440"
Dell,"Inspiron 5579","2 in 1 Convertible",15.6,16,"Windows 10",2,1285,"Full HD",1920,1080,Yes,No,No,Intel,1.8,"Core i7 8550U",512,0,SSD,No,Intel,"UHD Graphics 620"
Dell,"XPS 13",Ultrabook,13.3,16,"Windows 10",1.2,2680,"Quad HD+",3200,1800,Yes,No,No,Intel,2.7,"Core i7 7500U",512,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Inspiron 5567",Notebook,15.6,8,"Windows 10",2.36,889,"Full HD",1920,1080,No,No,No,Intel,2.5,"Core i5 7200U",256,0,SSD,No,AMD,"Radeon R7 M445"
Dell,"Inspiron 7579","2 in 1 Convertible",15.6,8,"Windows 10",2.191,999,"Full HD",1920,1080,Yes,Yes,No,Intel,2.5,"Core i5 7200U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Latitude E7270",Ultrabook,12.5,8,"Windows 7",1.26,1713.37,"Full HD",1920,1080,Yes,No,No,Intel,2.4,"Core i5 6300U",256,0,SSD,No,Intel,"HD Graphics 520"
Dell,"Inspiron 5578","2 in 1 Convertible",15,4,"Windows 10",2.08,509,"Full HD",1920,1080,Yes,No,No,Intel,2.4,"Core i3 7100U",500,0,HDD,No,Intel,"HD Graphics 620"
Dell,"XPS 13",Ultrabook,13.3,8,"Windows 10",1.29,1477,"Quad HD+",3200,1800,Yes,No,No,Intel,2.7,"Core i7 7500U",256,0,SSD,No,Intel,"HD Graphics 620"
Dell,"Vostro 3568",Notebook,15.6,4,Linux,2.18,521.86,Standard,1366,768,No,No,No,Intel,2.5,"Core i5 7200U",1024,0,HDD,No,Intel,"HD Graphics 520"
Dell,"Inspiron 3567",Notebook,15.6,8,"Windows 10",2.3,469.01,Standard,1366,768,Yes,No,No,Intel,2.4,"Core i3 7100U",1024,0,HDD,No,Intel,"HD Graphics 620"
Dell,"Vostro 3559",Notebook,15.6,4,"Windows 7",2.24,737,Standard,1366,768,No,No,No,Intel,2.3,"Core i5 6200U",500,0,HDD,No,Intel,"HD Graphics 520"
Dell,"Inspiron 7779","2 in 1 Convertible",17.3,16,"Windows 10",2.77,1799,"Full HD",1920,1080,Yes,No,No,Intel,2.7,"Core i7 7500U",512,0,SSD,No,Nvidia,"GeForce 940MX"
Dell,"Latitude 5480",Notebook,14,4,"Windows 10",1.6,875,Standard,1366,768,No,No,No,Intel,2.5,"Core i5 7200U",500,0,HDD,No,Intel,"HD Graphics 620"
Dell,"XPS 13","2 in 1 Convertible",13.3,8,"Windows 10",1.24,1813,"Quad HD+",3200,1800,Yes,No,No,Intel,1.2,"Core i5 7Y54",256,0,SSD,No,Intel,"HD Graphics 615"
Dell,"Inspiron 3552",Notebook,15.6,4,Linux,2.2,324,Standard,1366,768,No,No,No,Intel,1.6,"Pentium Quad Core N3710",500,0,HDD,No,Intel,"HD Graphics"
Dell,"Inspiron 3552",Notebook,15.6,4,"Windows 10",2.2,443.99,Standard,1366,768,No,No,No,Intel,1.6,"Pentium Quad Core N3700",500,0,HDD,No,Intel,"HD Graphics"
Dell,"Vostro 3568",Notebook,15.6,4,"Windows 10",2.29,490,Standard,1366,768,No,No,No,Intel,2,"Core i3 6006U",500,0,HDD,No,Intel,"HD Graphics 520"
Dell,"Inspiron 3567",Notebook,15.6,6,"Windows 10",2.3,459,Standard,1366,768,No,No,No,Intel,2.4,"Core i3 7100U",1024,0,HDD,No,Intel,"HD Graphics 620"
Dell,"Inspiron 3552",Notebook,15.6,2,"Windows 10",2.2,379,Standard,1366,768,No,No,No,Intel,1.6,"Celeron Dual Core N3050",500,0,HDD,No,Intel,"HD Graphics"
Dell,"Inspiron 3567",Notebook,15.6,8,Linux,2.3,805.99,Standard,1366,768,No,No,No,Intel,2.7,"Core i7 7500U",1024,0,HDD,No,AMD,"Radeon R5 M430"
